nin_pmjay,type,address,latitude,longitude,contact,mobile,categoryno,name,pincode,district,state,categoryname,block,city
,,Metriki,"15.037801799613419","76.75269630019415",,,"3",Metriki PHC,"583119",BALLARI,KARNATAKA,Health Facilities All States,Sandur,
,,"Brahmavara Kundapura Highway, Airody Village","13.558532899773581","74.89105430031577",,,"3",Sasthana PHC,"576226",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,Santhosh Hospital Choles Park,"12.995822599833161","77.60831910004651",,,"3",SANTHOSH BLOCK 1,"560005",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,opp Kodandarama Temple Byatarayanapura,"13.065047499742377","77.59363240031507",,,"3",Prolife Multi Specility,"560092",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Yelahanka,
,,"Sadali PHC, Opposite Government High School, Sadali, Sidlaghatta Taluk, Chikkaballapur District","13.624468600345665","77.86602709977092",,,"3",Sadali PHC,"562104",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Sidlaghatta,
,,"PANTHARA PALYA UPHC MYSORE ROAD, NAYANDAHALLI","12.942000500123015","77.52522400028744",,,"3",PANTHARAPALYA UPHC,"560049",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bengaluru East,
,,"Nandi hills cross Doddaballapura Taluk,Bangalore Rural","13.292726299978824","77.53890690013338",,,"3",Konaghatta PHC,"562163",BENGALURU RURAL,KARNATAKA,Health Facilities All States,Doddaballapura,
,,"Southdka Temple, Kokkada","12.872089299681477","75.39780120036517",,,"3",Kokkada PHC,"574198",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Belthangady,
,,"Kuruburu PHC, Gajalahalli Road, Kuruburu, Chintamani Taluk, Chikkaballapur District","13.33257349986718","78.06341010009612",,,"3",Kuruburu PHC,"563125",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Chintamani,
,,Hemmige Road,"12.755516399862017","76.87353740043073",,,"3",Soonaganahalli PHC,"571403",MANDHYA,KARNATAKA,Health Facilities All States,Mandya,
,,Shriram Nagar industrial area,"14.445351600396066","75.9114359000468",,,"3",Sanjeevini Nursing College-01,"577005",DAVANGERE,KARNATAKA,Health Facilities All States,Davanagere,
,,Hidkal Raibag Belagavi,"16.130503999560005","74.65760910017991",,,"3",Hidkal. PHC,"591220",BELAGAVI,KARNATAKA,Health Facilities All States,Raibag,
,,SANTAPUR CHC COVIN SESSION,"18.16096299994257","77.43830489955155",,,"3",SANTAPUR CHC COVIN SESSION 1,"585421",BIDAR,KARNATAKA,Health Facilities All States,Aurad,
,,MEDALL CLUMAX HORAMAVU,"13.02389620014958","77.65838110010776",,,"3",MEDALL CLUMAX 04 02,"560077",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Mahadevapura,
,,Cock Burn Road Shivajinagar,"12.981214099750957","77.60707029965465",,,"3",Taskertown UPHC,"560051",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,General hospital kundapura FL,"13.628856800001358","74.6890995999666",,,"3",General hospital kundapura FL,"576201",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,Kukanoor CHC 25,"15.491227300199796","75.99421620021752",,,"3",Kukanoor CHC 25,"583232",KOPPAL,KARNATAKA,Health Facilities All States,Yelburga,
,,"WOC Road,  Manjunatha Nagar,No. 258, 5th Main, 2nd Cross,  Bengaluru","12.996032800173623","77.54760409974944",,,"3",GOUTHAM COLLEGE OF NURSINGS2,"560010",BENGALURU URBAN,KARNATAKA,Health Facilities All States,West,
,,Karadigudda Road Mustigeri,"15.960495999890554","75.56951690018485",,,"3",Mustigeri PHC,"587206",BAGALKOT,KARNATAKA,Health Facilities All States,Badami,
,,Melavanki,"16.197224099612583","74.88518719972956",,,"3",Melavanki. PHC,"591218",BELAGAVI,KARNATAKA,Health Facilities All States,Gokak,
,,PHC HANUMASAGAR,"15.871154999703549","76.0451379998189",,,"3",PHC HANUMASAGAR (),"583281",KOPPAL,KARNATAKA,Health Facilities All States,Kushtagi,
,,Community Health Centre  Ajjampura Tarikere Taluk Chikamagalur District,"13.727329199682856","76.00582399987775",,,"3",Ajjampura CHC s,"577547",CHIKKAMAGALURU,KARNATAKA,Health Facilities All States,Tarikere,
,,Near sibhar,"14.847614800182953","75.37328070004435",,,"3",Devagiri PHC,"581110",HAVERI,KARNATAKA,Health Facilities All States,Haveri,
,,"S S Moholla,  Islampura Channapatna Taluk Channapatna Distrcit Ramanagara","12.65274220019245","77.21044590035808",,,"3",Islampura UPHC,"562160",RAMNAGAR,KARNATAKA,Health Facilities All States,Channapatna,
,,Ballari,"15.149016599836273","76.9301034000519",,,"3",Ballari DH B,"583101",BALLARI,KARNATAKA,Health Facilities All States,Ballari,
,,Phc Gothe,"16.722217799711757","75.43228769981755",,,"3",Phc Gothe,"587330",BAGALKOT,KARNATAKA,Health Facilities All States,Jamakhandi,
,,Dandoti road,"17.1818656996424","77.1039287996744",,,"3",Pethsirur PHC,"585317",KALABURAGI,KARNATAKA,Health Facilities All States,Chittapur,
,,Khanapur GH FLW,"15.640663399796097","74.51703190010215",,,"3",Khanapur GH,"591302",BELAGAVI,KARNATAKA,Health Facilities All States,Khanapur,
,,Gogi PHC,"16.73354800024009","76.74487499978147",,,"3",Gogi PHC,"585309",YADGIR,KARNATAKA,Health Facilities All States,Shahapur,
,,Mamadapur Gokak,"16.110092200394774","74.93053000015942",,,"3",Mamadapur. PHC,"591233",BELAGAVI,KARNATAKA,Health Facilities All States,Gokak,
,,Manjushree Nagar Sattur Dharwad,"15.41867510027572","75.05014709970897",,,"3",Both M4 Medical College,"580009",DHARWAD,KARNATAKA,Health Facilities All States,Dharwad,
,,Naganoor PHC,"16.68644890029657","76.60227780008046",,,"3",Naganoor PHC,"585216",YADGIR,KARNATAKA,Health Facilities All States,Shorapur,
,,Jagalur TH Old Taluka Office Road,"14.520088300334862","76.33767860038716",,,"3",Jagalur TH - 01,"577528",DAVANGERE,KARNATAKA,Health Facilities All States,Jagalur,
,,"Panja, Sullia","12.558073500191938","75.39076669972349",,,"3",Panja PHC,"574232",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Sullia,
,,Kunigal TALUK HOSPITAL BM ROAD KUNIGAL,"13.022837299701678","77.02045060041496",,,"3",Kunigal TH  R,"572130",TUMAKURU,KARNATAKA,Health Facilities All States,Kunigal,
,,"MANI MAIN ROAD, MANI","12.835153400409126","75.12098800039598",,,"3",MANI-PHC,"574253",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Bantwal,
,,Bedkihal Chikkodi Belagavi,"16.53938580041438","74.4848728002396",,,"3",Bedkihal Chikkodi Belagavi,"591214",BELAGAVI,KARNATAKA,Health Facilities All States,Chikkodi,
,,"Near TB Circle Doddaballapura Taluk, Bangalore Rural","13.311488100395593","77.54179530041284",,,"3",Doddaballapura TH,"561203",BENGALURU RURAL,KARNATAKA,Health Facilities All States,Doddaballapura,
,,URBAN PRIMARY HEALTH CENTER NEAR JATAKA STAND PALACE GUTTAHALLI,"12.997413800006939","77.57804239993686",,,"3",P.G HALLI UPHC,"562125",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Anekal,
,,BIDAR DH COVIN SESSION SITE 2,"17.9218144001145","77.52181269999619",,,"3",BIDAR DH COVIN SESSION SITE 2,"585401",BIDAR,KARNATAKA,Health Facilities All States,Bidar,
,,"Gowribidanur MCH, B H Road, Gowribidanur Taluk, Chikkaballapur District","13.611970899937148","77.51323310022747",,,"3",Gowribidanur TH,"561208",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Gowribidanur,
,,MCH Gangavathi,"15.415049299985242","76.53681709982936",,,"3",MHA MCH Gvt,"583227",KOPPAL,KARNATAKA,Health Facilities All States,Gangavathi,
,,Near Police Station,"17.062948599997924","77.3984703998891",,,"3",Mudhol CHC,"585318",KALABURAGI,KARNATAKA,Health Facilities All States,Sedam,
,,V V Puram UCHC,"12.326114300234792","76.63286839955703",,,"3",V V Puram UCHC,"570012",MYSURU,KARNATAKA,Health Facilities All States,Mysore,
,,Beside Santhemala Hetturu,"12.335550200281546","76.87544209977312",,,"3",Hetturu PHC,"573123",MYSURU,KARNATAKA,Health Facilities All States,Sakaleshpura,
,,Taluk Hospital Koppa Near Koppa Circal Koppa Taluk Chikamagalur District,"13.534421400327403","75.36572340011486",,,"3",Koppa TH,"577126",CHIKKAMAGALURU,KARNATAKA,Health Facilities All States,Koppa,
,,HULEKAL,"14.693391100319047","74.76312290010179",,,"3",PHC HULEKAL I 2/02,"581336",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Sirsi,
,,Hebbalagere PHC National Haiway 30,"14.02535919996717","76.02033469958678",,,"3",Hebbalagere PHC,"577215",DAVANGERE,KARNATAKA,Health Facilities All States,Channagiri,
,,PHC BELVE,"13.524368100407571","74.92482360032892",,,"3",BELVE PRIMARY HEALTH CENTER,"576212",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,GH KUSHTAGI,"15.549303900055008","76.18070329971755",,,"3",GH KUSHTAGI - PVT,"583277",KOPPAL,KARNATAKA,Health Facilities All States,Kushtagi,
,,Near Anjaneya Temple,"12.887593600064633","77.60305660018201",,,"3",Arakere,"560076",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bommanahalli,
,,Siddapur,"14.341000599598033","74.88998409988636",,,"3",Siddapur TH 22/02-24/02,"581355",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Siddapur,
,,HESARAGHATTA MAIN ROAD NEVY LAOUT CHIKKASANDRA,"13.069654499955277","77.50261509980709",,,"3",SAPTAGRI INST MS  DZ(B3 S6),"560073",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Dasarahalli,
,,PHC VANDSE KUNDAPURA TALUK UDUPI DISTRICT,"13.701610699873925","74.75720389964033",,,"3",VANDSE PRIMARY HEALTH CENTER,"576233",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,Sakaleshapura Hassan Main road Palya,"12.946818699823211","75.78791149981595",,,"3",Palya Hospital,"573218",HASSAN,KARNATAKA,Health Facilities All States,Aluru,
,,KAGINELE PHC,"14.790756699861845","75.40810789955998",,,"3",Kaginele PHC,"581110",HAVERI,KARNATAKA,Health Facilities All States,Byadagi,
,,Mustur,"15.456554999913351","76.63713890043994",,,"3",Mustur PHC AWW,"583282",KOPPAL,KARNATAKA,Health Facilities All States,Gangavathi,
,,Hadadi PHC Channagiri Road,"14.365141399855759","75.88898150039597",,,"3",Hadadi PHC - 01,"577525",DAVANGERE,KARNATAKA,Health Facilities All States,Davanagere,
,,Beside Govt school Hangarahalli,"12.848632399665576","76.17402659974783",,,"3",Hangarahalli Hospital,"573211",HASSAN,KARNATAKA,Health Facilities All States,Holenarasipura,
,,KORGI PHC,"13.566476300241106","74.76660060003769",,,"3",KORGI PRIMARY HEALTH CENTER,"576231",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,Handignur PHC,"15.965899999985083","74.45122500043345",,,"3",Handignur PHC 1,"591143",BELAGAVI,KARNATAKA,Health Facilities All States,Belagavi,
,,ANM Training Centre,"15.349256900085948","76.15361629975251",,,"3",DH KOPPAL FINAL,"583231",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,Jalahalli CHC,"16.364065699672324","76.78198079987408",,,"3",Jalahalli(Ganadal),"584116",RAICHUR,KARNATAKA,Health Facilities All States,Devadurga,
,,Thu PHC HUVINAHOLE,"13.984310700078822","76.7560155000154",,,"3",Huvinahole phc,"577598",CHITRADURGA,KARNATAKA,Health Facilities All States,Hiriyur,
,,CHC TAGADUR,"13.0408996002364","76.43027709970846",,,"3",CHC TAGADUR,"571301",HASSAN,KARNATAKA,Health Facilities All States,Nanjangud,
,,Poornima Hospital RT Nagar,"13.026543699931835","77.59517829983872",,,"3",Poornima Hospital Block 1,"560032",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,SHIVAJINAGAR,"12.982187999876317","77.60405720027961",,,"3",Bowring And Lady Curzen -1,"562125",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Anekal,
,,CHILARGI PHC COVIN SESSION,"17.994650900019053","77.62425739975924",,,"3",CHILARGI PHC COVIN SESSION,"585403",BIDAR,KARNATAKA,Health Facilities All States,Bidar,
,,Dhundashi PHC,"15.027332100096373","75.14140369992089",,,"3",Dhundashi PHC,"581193",HAVERI,KARNATAKA,Health Facilities All States,Shiggoan,
,,GKVK Road,"13.07409999991512","77.57030590019718",,,"3",Thindlu UPHC1,"562123",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bengaluru North,
,,Harohalli Main Road,"12.833024699730174","77.58917830013849",,,"3",Mahanthalingapura PHC,"560083",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Anekal,
,,Haveli galli,"16.813770099710382","75.71825009956251",,,"3",Tazboudi UPHC,"586109",VIJAYAPURA,KARNATAKA,Health Facilities All States,Vijayapura,
,,"57th Cross,5th block Rajajinagar","12.985604900246017","77.55501790025596",,,"3",Rajajinagar UPHC,"560010",BENGALURU URBAN,KARNATAKA,Health Facilities All States,West,
,,Sangam road,"17.16956639956976","76.51408269985677",,,"3",Devel Ganagapur CHC,"585212",KALABURAGI,KARNATAKA,Health Facilities All States,Afzalapur,
,,KR Puram Main Road,"13.010715999743638","77.69655180002559",,,"3",ITI SITE 2  09 02,"560049",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Mahadevapura,
,,"Neaxt to St. Jude CBI Main Road, RT Nagar","13.026519099876623","77.59159239976947",,,"3",GANGANAGARA MATERNITY HOME,"562149",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Bengaluru North,
,,"Chinchali PHC, Kallur Main Road","16.563327099566038","74.81854459965359",,,"3",Chinchali PHC Mop-up,"582117",BELAGAVI,KARNATAKA,Health Facilities All States,Gadag,
,,Krishnarajanagar,"12.440012299727925","76.38109220034482",,,"3",Krishnarajanagar TH3,"571602",MYSURU,KARNATAKA,Health Facilities All States,Krishnarajanagar,
,,"Ajjarkad, Udupi","13.334046399621684","74.74210590036705",,,"3",District Hospital Udupi Fl,"576101",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,Kushtagi,"15.751851099848409","76.19272210034472",,,"3",Kushtagi 1,"583277",KOPPAL,KARNATAKA,Health Facilities All States,Kushtagi,
,,CHC Munirabad,"15.349256900085948","76.15361629975251",,,"3",MHA Munirabad 1,"583231",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,"Near NMPU School,Aranthodu","12.51890099958149","75.4634229997717",,,"3",Aranthodu PHC,"574314",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Sullia,
,,"Lady Curzon Rd, Shivaji Nagar","14.2674712997607","74.89257680037912",,,"3",Bowring hospital - block 11,"560051",UTTAR KANNADA,KARNATAKA,Health Facilities All States,East,
,,Tirumenahalli Main Road,"13.086111900044216","77.63585290029118",,,"3",KARNATAKA COLLEGE OF NURSING 6,"560064",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Yelahanka,
,,Bisalavadi Main Road Venkataiahna Chthra,"11.85634609999255","76.95638450044441",,,"3",Venkataiahna Chathra,"571127",CHAMARAJANAGAR,KARNATAKA,Health Facilities All States,Chamarajanagar,
,,Holenarasipura Road Arakalgud,"12.763968300396812","76.06094760025161",,,"3",Arkalgud TH booth 2,"573102",HASSAN,KARNATAKA,Health Facilities All States,Arkalgud,
,,YELAHANKA GENERAL HOSPITAL,"13.099563999678878","77.59638529974183",,,"3",YELAHANKA GENERAL HOSPITAL,"560064",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Yelahanka,
,,Godekere PHC CN Halli taluk tumkuru Distirct,"13.417716499816663","76.6185141998705",,,"3",Godekere PHC CoV,"572214",TUMAKURU,KARNATAKA,Health Facilities All States,Chikkanayakanahalli,
,,"Suntikoppa PHC, Near Police Station,Somwarpet TQ, Kodagu","12.452573600191556","75.82942730002992",,,"3",Suntikoppa PHC,"571237",KODAGU,KARNATAKA,Health Facilities All States,Somwarpet,
,,Near Police Station,"14.717723500239401","74.56976170034227",,,"3",2 Arya Medical  26/2,"581314",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Ankola,
,,CBI Road,"13.026300200393962","77.58935070017475",,,"3",GANGANAGAR UPHC,"560032",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,"Near KSRTC Bus Stand, Udupi","13.340024699580283","74.7473998000608",,,"3",Adarsha Hospital - Fl,"576101",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,Kundapura Kollur Road Vandse Village,"13.750047599816924","74.77979590006078",,,"3",Vandse PHC FL,"576233",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,BGS  MAIN ROAD,"12.974108600331704","77.53567810016426",,,"3",BGS,"560040",BENGALURU URBAN,KARNATAKA,Health Facilities All States,South,
,,Near busstand,"14.86202820044116","75.687715800344",,,"3",Havanur,"581108",HAVERI,KARNATAKA,Health Facilities All States,Haveri,
,,THIRUMENAHALLI 367 1ST CROSS 3RD MAIN JAKKUR POST YELAHANKA BANGALORE 560064,"13.063141099782001","77.6206769001189",,,"3",MAHALAKSHMI SCHOOL OF NURSING1,"560064",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Yelahanka,
,,Near Kollur Bustand,"13.863788799813335","74.81445380040265",,,"3",Kollur PHC    fl,"576220",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,ANM Training Centre,"15.349256900085948","76.15361629975251",,,"3",DH Koppal 1,"583231",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,WADAGAON D COVIN SESSION,"18.13003180022747","77.52324609972777",,,"3",WADAGAON D COVIN SESSION,"585421",BIDAR,KARNATAKA,Health Facilities All States,Aurad,
,,Koratagere TALUK HOSPITAL KORATAGERE,"13.519276299961348","77.23525600036419",,,"3",Koratagere TH  R,"572129",TUMAKURU,KARNATAKA,Health Facilities All States,Koratagere,
,,old court road hassan,"12.994562299810354","76.10400329971259",,,"3",HIMS 9 Second Floor R No 252,"573201",HASSAN,KARNATAKA,Health Facilities All States,Hassan,
,,Kergalli Salundi PHC,"12.28179429966724","76.58999969972643",,,"3",Kergalli Salundi PHC,"570026",MYSURU,KARNATAKA,Health Facilities All States,Mysore,
,,Dadadahalli HD Kote,"12.208792900072353","76.64664330004831",,,"3",Dadadahalli PHC,"571121",MYSURU,KARNATAKA,Health Facilities All States,Heggadadevanakote,
,,"HAL Old Airport Rd, Kodihalli,","12.959817599602616","77.6490710997515",,,"3",BASEMENT ROOM NO 40-MANIPALHSP,"560008",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,"NUMBER 67, BGS Health AND Education City, Uttarahalli Road, Kengeri,","12.90975379999793","77.49232240035855",,,"3",BGS GLOBAL 3,"560060",BENGALURU URBAN,KARNATAKA,Health Facilities All States,DASRAHALLI,
,,"Primary Health Center K karenahalli Village, Taluk and District Ramanagara","12.783753200150102","77.46676849986642",,,"3",K karenahalli PHC,"562109",RAMNAGAR,KARNATAKA,Health Facilities All States,Ramanagara,
,,"Lady Curzon Rd, Shivaji Nagar","14.2674712997607","74.89257680037912",,,"3",Bowring hospital-block 4,"560051",UTTAR KANNADA,KARNATAKA,Health Facilities All States,East,
,,Bennihalli,"14.793375999602745","76.11483439988768",,,"3",Bennihalli PHC,"583127",DAVANGERE,KARNATAKA,Health Facilities All States,Harapanahalli,
,,Hubli Gadag Main Road,"15.808165800111624","75.6528115999754",,,"3",Holealur PHC Mopup1,"582204",GADAG,KARNATAKA,Health Facilities All States,Ron,
,,"HOSPITAL WENLOCK , MANGALORE","12.867382999925553","74.84313099959599",,,"3",DISTRICT WENLOCK 01,"575001",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Mangalore,
,,NUMBER Uttarahalli Main Road Kengeri Bangalore,"12.902993999973148","77.49748650000203",,,"3",BGS Gleneagles 24,"560060",BENGALURU URBAN,KARNATAKA,Health Facilities All States,DASRAHALLI,
,,Besagrahalli Road,"12.59487870009201","76.93946199977154",,,"3",Keelara CHC,"571450",MANDHYA,KARNATAKA,Health Facilities All States,Mandya,
,,CHC Gurumitkal,"16.865560799990988","77.39273039958834",,,"3",CHC Gurumitkal,"585214",YADGIR,KARNATAKA,Health Facilities All States,Yadgir,
,,Tirumenahalli Main Road,"13.086111900044216","77.63585290029118",,,"3",KARNATAKA COLLEGE OF NURSING 9,"560064",BENGALURU URBAN,KARNATAKA,Health Facilities All States,Yelahanka,
,,GH KUSHTAGI,"15.549303900055008","76.18070329971755",,,"3",GH KUSHTAGI - PVT 1,"583277",KOPPAL,KARNATAKA,Health Facilities All States,Kushtagi,
,,Krishnarajanagar,"12.440012299727925","76.38109220034482",,,"3",Krishnarajanagar5,"571602",MYSURU,KARNATAKA,Health Facilities All States,Krishnarajanagar,
,,"Opp Church Gidigere, Kateel","13.043881000307977","74.87008039969078",,,"3",Kateel PHC,"574148",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Mangalore,
,,"Marganakunte PHC, Opposite Government School, Marganakunte, Bagepalli Taluk, Chikkaballapur District","13.783416000048419","77.7921313999442",,,"3",Marganakunte PHC,"561207",CHIKBALLAPUR,KARNATAKA,Health Facilities All States,Bagepalli,
,,"Primary Health Center Ajjanahalli Village, Taluk Magadi and District Ramanagara","12.859643500047525","77.26431989994347",,,"3",Ajjanahalli PHC,"561201",RAMNAGAR,KARNATAKA,Health Facilities All States,Magadi,
,,Prymary Health center Bevoor Village Taluk Channapatna District Ramanagara,"12.651807800089955","77.20857939971955",,,"3",Bevoor PHC,"562108",RAMNAGAR,KARNATAKA,Health Facilities All States,Channapatna,
,,j c nagar bangalore,"12.997452499633198","77.55925510014282",,,"3",MR Palya Block 2,"560006",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Shirahatti BK Hukkeri,"16.22915800024157","74.5990492001605",,,"3",Shirahatti BK Hukkeri,"591305",BELAGAVI,KARNATAKA,Health Facilities All States,Hukkeri,
,,Kot. PHC Hukkeri Belagavi,"16.093985300281417","74.42398360036293",,,"3",Kot. PHC Hukkeri Belagavi,"591254",BELAGAVI,KARNATAKA,Health Facilities All States,Hukkeri,
,,B Rachaiah Double Road Chamarajanagar,"11.92778169986559","76.94364419982003",,,"3",CIMS Chamarajanagar1,"571313",CHAMARAJANAGAR,KARNATAKA,Health Facilities All States,Chamarajanagar,
,,PHC HANUMASAGAR,"15.87172149974748","76.04726270031341",,,"3",PHC HANUMASAGAR 5,"583281",KOPPAL,KARNATAKA,Health Facilities All States,Kushtagi,
,,"Padubettu Chitrabailu Road, Pernankila Village","13.29931649955688","74.84194049955448",,,"3",Peranankila PHC,"576113",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,ANEPALYA MAIN ROAD,"12.951567999763427","77.61082599982007",,,"3",ISD BLOCK 1,"560047",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Hirevankalakunta CHC,"15.557519299576086","76.24791199963914",,,"3",Hirevankalakunta CHC 5,"583237",KOPPAL,KARNATAKA,Health Facilities All States,Yelburga,
,,Near Sheshadripuram College,"12.938670399619298","77.47915990040912",,,"3",Kengeri Upanagara UPHC 1,"560060",BENGALURU URBAN,KARNATAKA,Health Facilities All States,DASRAHALLI,
,,Dharwad road,"15.346515500290138","74.79527220005207",,,"3",Haliyal TH middle ward,"581329",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Haliyal,
,,IRKAIGARA,"15.464889900448611","76.21757089997709",,,"3",PHC Irkalgada PHC 5,"583237",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,"Primary Health Center Yelethotadahalli, Taluk Channapatna District Ramanagara","11.966588299610407","77.05932459985047",,,"3",Honganoor PHC,"562138",CHAMARAJANAGAR,KARNATAKA,Health Facilities All States,Channapatna,
,,Vasanthnagar,"12.986608999605721","77.59705799982686",,,"3",Commisioner office BLOCK 2,"560005",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,Munirabad,"15.308616300302049","76.3370558999099",,,"3",MoP Munirabad,"583231",KOPPAL,KARNATAKA,Health Facilities All States,Koppal,
,,Inoli Pavoor,"12.856049700333472","74.95459340026525",,,"3",Boliyar PHC,"574199",DAKSHIN KANNADA,KARNATAKA,Health Facilities All States,Mangalore,
,,Koppa main road,"12.710465700131977","76.95815829986572",,,"3",Koppa PHC,"571425",MANDHYA,KARNATAKA,Health Facilities All States,Maddur,
,,PHC madapura 1,"12.212088200410165","76.89797760028608",,,"3",PHC madapura 1,"571124",MYSURU,KARNATAKA,Health Facilities All States,Tirumakudalu Narasipura,
,,Hosdurga Road Handanakere PH CN Halli taluk tumkuru Distirct,"13.501171699814165","76.44988050008504",,,"3",Handanakere PHC CoV,"572119",TUMAKURU,KARNATAKA,Health Facilities All States,Chikkanayakanahalli,
,,"HOSAKEREHALLI CA SITE 1, 2ND CRS, 2ND MN 7TH BLK BANASHANKARI 3 STG","12.935306700443903","77.55853079965675",,,"3",VITTALAINSTOPHTHALMOLOGYSITE1,"560050",BENGALURU URBAN,KARNATAKA,Health Facilities All States,South,
,,BELLARY RD VINAYAKANAGAR HEBBAL BENGALURU KARNATAKA 560036,"13.035840599863832","77.58957049987873",,,"3",LLC 13-BAPTIST HOSPITAL,"560032",BENGALURU URBAN,KARNATAKA,Health Facilities All States,East,
,,DISTRICT HOSPITAL BALLARI,"15.145643199673998","76.92938960005006",,,"3",DISTRICT HOSPITAL BALLARI,"583101",BALLARI,KARNATAKA,Health Facilities All States,Ballari,
,,Kudrigi,"14.225800399768673","74.62702900028819",,,"3",Samshi PHC  25/02,"581334",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Honnavar,
,,Tumminakatti-Ranebennur road,"14.538644100245108","75.60876889996484",,,"3",Halageri PHC,"581208",HAVERI,KARNATAKA,Health Facilities All States,Ranebennur,
,,PHC RAVANDUR,"12.434544999951811","76.19218509986251",,,"3",PHC RAVANDUR,"571108",MYSURU,KARNATAKA,Health Facilities All States,Piriyapatna,
,,siddar,"14.853638800090607","74.22394070040303",,,"3",Siddar PHC 23/2/21,"581339",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Karwar,
,,Bankikodla,"14.572322399659072","74.31986520021889",,,"3",Bankikodla phc 22-2-21,"581319",UTTAR KANNADA,KARNATAKA,Health Facilities All States,Kumta,
,,Near Saptapurbhavi Barakotri,"15.443836399929978","74.99476259971425",,,"3",Barakotri UPHC,"580001",DHARWAD,KARNATAKA,Health Facilities All States,Dharwad,
,,Nagamangala Road,"12.67555279972197","76.83873609959136",,,"3",Kowdle,"571425",MANDHYA,KARNATAKA,Health Facilities All States,Maddur,
,,BAGDAL PHC COVIN SESSION,"17.752902399725997","77.3985482002393",,,"3",BAGDAL PHC COVIN SESSION,"585226",BIDAR,KARNATAKA,Health Facilities All States,Bidar,
,,Near District Health Office,"13.334046399621684","74.74210590036705",,,"3",Dist Hospital Udupi Ajjarkad,"576101",UDUPI,KARNATAKA,Health Facilities All States,Udupi,
,,PRIMARY HEALTH CENTER BASRUR,"13.6274215000023","74.73955910037222",,,"3",BASRUR PRIMARY HEALTH CENTER,"576211",UDUPI,KARNATAKA,Health Facilities All States,Kundapura,
,,Opposite to Govt School Bommanahalli,"11.734951000288504","76.82019759993932",,,"3",Bommanahalli1,"571123",CHAMARAJANAGAR,KARNATAKA,Health Facilities All States,Gundlupet,
,,Bus stand circle K Channapura (v),"12.899610899723314","76.05079490006466",,,"3",Kundur Channapura Hospital,"573128",HASSAN,KARNATAKA,Health Facilities All States,Aluru,
,,TUKKAR HOSPITAL BASAVAN GALLI,"15.856489499690724","74.51176409963352",,,"3",TUKKAR HOSPITAL Nursing Home,"590003",BELAGAVI,KARNATAKA,Health Facilities All States,Belagavi,
